frame,doa
1871,[74.]
1872,[75.]
1873,[71.]
1874,[77.]
1875,[72.]
1876,[75.]
1877,[77.]
1878,[71.]
1879,[283.]
1880,[203.]
1881,[199.]
1882,[200.]
1883,[198.]
1884,[198.]
1885,[200.]
1886,[197.]
1887,[205.]
1888,[198.]
1889,[200.]
1890,[198.]
1891,[206.]
1892,[272.]
1893,[215.]
1894,[198.]
1895,[254.]
1896,[257.]
1897,[203.]
1898,[200.]
1899,[197.]
1900,[201.]
1901,[204.]
1902,[204.]
1903,[210.]
1904,[204.]
1905,[200.]
1906,[201.]
1907,[199.]
1908,[202.]
1909,[207.]
1910,[203.]
1911,[200.]
1912,[75.]
1913,[73.]
1914,[197.]
1915,[201.]
1916,[203.]
1917,[202.]
1918,[199.]
1919,[204.]
1920,[203.]
1921,[201.]
1922,[68.]
1923,[68.]
1924,[69.]
1925,[70.]
1926,[76.]
1927,[200.]
1928,[75.]
1929,[62.]
1930,[256.]
1931,[200.]
1932,[219.]
1933,[199.]
1934,[199.]
1935,[201.]
1936,[204.]
1937,[268.]
1938,[267.]
1939,[199.]
1940,[210.]
1941,[270.]
1942,[210.]
1943,[209.]
1944,[267.]
1945,[70.]
1946,[65.]
1947,[65.]
1948,[258.]
1949,[217.]
1950,[236.]
1951,[239.]
1952,[63.]
1953,[232.]
1954,[69.]
1955,[68.]
1956,[68.]
1957,[69.]
1958,[67.]
1959,[70.]
1960,[265.]
1961,[260.]
1962,[240.]
1963,[234.]
1964,[266.]
1965,[237.]
1966,[76.]
1967,[73.]
1968,[242.]
1969,[229.]
1970,[240.]
1971,[241.]
1972,[239.]
1973,[249.]
1974,[233.]
1975,[242.]
1976,[222.]
1977,[229.]
1978,[235.]
1979,[234.]
1980,[230.]
1981,[213.]
1982,[225.]
1983,[213.]
1984,[203.]
1985,[217.]
1986,[206.]
1987,[229.]
1988,[222.]
1989,[233.]
1990,[210.]
1991,[214.]
1992,[213.]
1993,[212.]
1994,[211.]
1995,[213.]
1996,[217.]
1997,[225.]
1998,[220.]
1999,[217.]
2000,[211.]
2001,[214.]
2002,[221.]
2003,[230.]
2004,[213.]
2005,[215.]
2006,[228.]
2007,[217.]
2008,[234.]
2009,[229.]
2010,[231.]
2011,[229.]
2012,[226.]
2013,[228.]
2014,[232.]
2015,[231.]
2016,[233.]
2017,[239.]
2018,[207.]
2019,[232.]
2020,[211.]
2021,[209.]
2022,[212.]
2023,[211.]
2024,[215.]
2025,[218.]
2026,[266.]
2027,[267.]
2028,[262.]
2029,[235.]
2030,[67.]
2031,[69.]
2032,[69.]
2033,[70.]
2034,[68.]
2035,[69.]
2036,[69.]
2037,[68.]
2038,[68.]
2039,[71.]
2040,[69.]
2041,[70.]
2042,[71.]
2043,[73.]
2044,[71.]
2045,[72.]
2046,[70.]
2047,[68.]
2048,[70.]
2049,[197.]
2050,[198.]
2051,[198.]
2052,[197.]
2053,[200.]
2054,[71.]
2055,[73.]
2056,[72.]
2057,[278.]
2058,[269.]
2059,[197.]
2060,[262.]
2061,[207.]
2062,[264.]
2063,[218.]
2064,[201.]
2065,[194.]
2066,[183.]
2067,[199.]
2068,[201.]
2069,[196.]
2070,[99.]
2071,[129.]
2072,[137.]
2073,[172.]
2074,[141.]
2075,[273.]
2076,[194.]
2077,[196.]
2078,[219.]
2079,[196.]
2080,[209.]
2081,[196.]
2082,[200.]
2083,[227.]
2084,[231.]
2085,[144.]
2086,[230.]
2087,[230.]
2088,[231.]
2089,[227.]
2090,[240.]
2091,[264.]
2092,[233.]
2093,[260.]
2094,[259.]
2095,[246.]
2096,[241.]
2097,[231.]
2098,[224.]
2099,[237.]
2100,[264.]
2101,[234.]
2102,[248.]
2103,[232.]
2104,[264.]
2105,[165.]
2106,[232.]
2107,[235.]
2108,[235.]
2109,[260.]
2110,[231.]
2111,[231.]
2112,[246.]
2113,[253.]
2114,[248.]
2115,[208.]
2116,[212.]
2117,[233.]
2118,[250.]
2119,[230.]
2120,[160.]
2121,[222.]
2122,[156.]
2123,[149.]
2124,[147.]
2125,[151.]
2126,[113.]
2127,[155.]
2128,[259.]
2129,[219.]
2130,[179.]
2131,[164.]
2132,[151.]
2133,[273.]
2134,[271.]
2135,[163.]
2136,[161.]
2137,[92.]
2138,[299.]
2139,[307.]
2140,[307.]
2141,[293.]
2142,[298.]
2143,[198.]
2144,[178.]
2145,[137.]
2146,[237.]
2147,[235.]
2148,[235.]
2149,[94.]
2150,[163.]
2151,[152.]
2152,[151.]
2153,[196.]
2154,[193.]
2155,[256.]
2156,[236.]
2157,[251.]
2158,[263.]
2159,[20.]
2160,[22.]
2161,[263.]
2162,[264.]
2163,[153.]
2164,[157.]
2165,[90.]
2166,[131.]
2167,[183.]
2168,[87.]
2169,[165.]
2170,[181.]
2171,[95.]
2172,[280.]
2173,[234.]
2174,[292.]
2175,[237.]
2176,[232.]
2177,[239.]
2178,[234.]
2179,[247.]
2180,[235.]
2181,[236.]
2182,[237.]
2183,[235.]
2184,[48.]
2185,[193.]
2186,[182.]
2187,[179.]
2188,[190.]
2189,[198.]
2190,[196.]
2191,[201.]
2192,[210.]
2193,[217.]
2194,[210.]
2195,[212.]
2196,[217.]
2197,[214.]
2198,[236.]
2199,[233.]
2200,[233.]
2201,[225.]
2202,[214.]
2203,[214.]
2204,[211.]
2205,[152.]
2206,[212.]
2207,[212.]
2208,[214.]
2209,[212.]
2210,[268.]
2211,[125.]
2212,[209.]
2213,[274.]
2214,[243.]
2215,[213.]
2216,[211.]
2217,[220.]
2218,[218.]
2219,[226.]
2220,[216.]
2221,[219.]
2222,[211.]
2223,[213.]
2224,[209.]
2225,[215.]
2226,[211.]
2227,[213.]
2228,[211.]
2229,[210.]
2230,[120.]
2231,[208.]
2232,[217.]
2233,[86.]
2234,[233.]
2235,[244.]
2236,[212.]
2237,[212.]
2238,[212.]
2239,[213.]
2240,[213.]
2241,[215.]
2242,[215.]
2243,[224.]
2244,[231.]
2245,[214.]
2246,[215.]
2247,[211.]
2248,[214.]
2249,[215.]
2250,[212.]
2251,[213.]
2252,[215.]
2253,[213.]
2254,[215.]
2255,[215.]
2256,[220.]
2257,[213.]
2258,[213.]
2259,[214.]
2260,[222.]
2261,[221.]
2262,[213.]
2263,[230.]
2264,[211.]
2265,[231.]
2266,[229.]
2267,[284.]
2268,[281.]
2269,[219.]
2270,[280.]
2271,[280.]
2272,[273.]
2273,[273.]
2274,[276.]
2275,[275.]
2276,[271.]
2277,[270.]
2278,[275.]
2279,[272.]
2280,[277.]
2281,[275.]
2282,[268.]
2283,[265.]
2284,[267.]
2285,[270.]
2286,[266.]
2287,[236.]
2288,[242.]
2289,[241.]
2290,[242.]
2291,[238.]
2292,[235.]
2293,[242.]
2294,[239.]
2295,[237.]
2296,[240.]
2297,[238.]
2298,[232.]
2299,[238.]
2300,[245.]
2301,[232.]
2302,[235.]
2303,[236.]
2304,[231.]
2305,[231.]
2306,[231.]
2307,[234.]
2308,[237.]
2309,[243.]
2310,[237.]
2311,[227.]
2312,[234.]
2313,[230.]
2314,[220.]
2315,[232.]
2316,[228.]
2317,[235.]
2318,[231.]
2319,[237.]
2320,[233.]
2321,[234.]
2322,[234.]
2323,[65.]
2324,[25.]
2325,[26.]
2326,[64.]
2327,[65.]
2328,[66.]
2329,[65.]
2330,[66.]
2331,[64.]
2332,[64.]
2333,[66.]
2334,[65.]
2335,[65.]
2336,[64.]
2337,[65.]
2338,[64.]
2339,[65.]
2340,[66.]
2341,[65.]
2342,[66.]
2343,[62.]
2344,[66.]
2345,[67.]
2346,[64.]
2347,[67.]
2348,[67.]
2349,[67.]
2350,[68.]
2351,[291.]
2352,[272.]
2353,[257.]
2354,[66.]
2355,[65.]
2356,[62.]
2357,[66.]
2358,[66.]
2359,[67.]
2360,[66.]
2361,[71.]
2362,[68.]
2363,[65.]
2364,[70.]
2365,[72.]
2366,[70.]
2367,[72.]
2368,[70.]
2369,[71.]
2370,[70.]
2371,[68.]
2372,[70.]
2373,[69.]
2374,[66.]
2375,[68.]
2376,[70.]
2377,[71.]
2378,[53.]
2379,[271.]
2380,[70.]
2381,[69.]
2382,[71.]
2383,[70.]
2384,[70.]
2385,[67.]
2386,[70.]
2387,[67.]
2388,[68.]
2389,[71.]
2390,[71.]
2391,[72.]
2392,[68.]
2393,[245.]
2394,[232.]
2395,[57.]
2396,[70.]
2397,[71.]
2398,[69.]
2399,[72.]
2400,[70.]
2401,[69.]
2402,[71.]
2403,[69.]
2404,[72.]
2405,[267.]
2406,[72.]
2407,[271.]
2408,[73.]
2409,[69.]
2410,[68.]
2411,[71.]
2412,[71.]
2413,[70.]
2414,[272.]
2415,[71.]
2416,[77.]
2417,[232.]
2418,[231.]
2419,[230.]
2420,[236.]
2421,[239.]
2422,[250.]
2423,[69.]
2424,[70.]
2425,[238.]
2426,[232.]
2427,[232.]
2428,[302.]
2429,[308.]
2430,[287.]
2431,[272.]
2432,[272.]
2433,[260.]
2434,[242.]
2435,[280.]
2436,[277.]
2437,[256.]
2438,[239.]
2439,[237.]
2440,[232.]
2441,[231.]
2442,[36.]
2443,[34.]
2444,[266.]
2445,[270.]
2446,[268.]
2447,[72.]
2448,[69.]
2449,[69.]
2450,[69.]
2451,[68.]
2452,[69.]
2453,[68.]
2454,[70.]
2455,[68.]
2456,[70.]
2457,[65.]
2458,[71.]
2459,[67.]
2460,[266.]
2461,[70.]
2462,[69.]
2463,[70.]
2464,[72.]
2465,[274.]
2466,[274.]
2467,[78.]
2468,[43.]
2469,[262.]
2470,[267.]
2471,[255.]
2472,[223.]
2473,[261.]
2474,[66.]
2475,[66.]
2476,[71.]
2477,[71.]
2478,[71.]
2479,[70.]
2480,[269.]
2481,[271.]
2482,[286.]
2483,[281.]
2484,[233.]
2485,[281.]
2486,[233.]
2487,[270.]
2488,[249.]
2489,[214.]
2490,[253.]
2491,[268.]
2492,[202.]
2493,[202.]
2494,[201.]
2495,[203.]
2496,[205.]
2497,[199.]
2498,[202.]
2499,[203.]
2500,[209.]
2501,[209.]
2502,[227.]
2503,[209.]
2504,[205.]
2505,[204.]
2506,[207.]
2507,[208.]
2508,[71.]
2509,[71.]
2510,[209.]
2511,[207.]
2512,[205.]
2513,[213.]
2514,[211.]
2515,[212.]
2516,[210.]
2517,[208.]
2518,[270.]
2519,[204.]
2520,[259.]
2521,[219.]
2522,[277.]
2523,[268.]
2524,[271.]
2525,[266.]
2526,[274.]
2527,[231.]
2528,[247.]
2529,[27.]
2530,[24.]
2531,[329.]
2532,[260.]
2533,[327.]
2534,[323.]
2535,[327.]
2536,[327.]
2537,[281.]
2538,[325.]
2539,[330.]
2540,[326.]
2541,[328.]
2542,[327.]
2543,[288.]
2544,[323.]
2545,[329.]
2546,[328.]
2547,[334.]
2548,[332.]
2549,[331.]
2550,[332.]
2551,[283.]
2552,[331.]
2553,[338.]
2554,[277.]
2555,[334.]
2556,[340.]
2557,[337.]
2558,[339.]
2559,[339.]
2560,[341.]
2561,[346.]
2562,[14.]
2563,[334.]
2564,[331.]
2565,[350.]
2566,[337.]
2567,[335.]
2568,[336.]
2569,[335.]
2570,[320.]
2571,[258.]
2572,[268.]
2573,[294.]
2574,[263.]
2575,[333.]
2576,[337.]
2577,[338.]
2578,[346.]
2579,[346.]
2580,[337.]
2581,[337.]
2582,[341.]
2583,[359.]
2584,[336.]
2585,[28.]
2586,[336.]
2587,[277.]
2588,[333.]
2589,[329.]
2590,[330.]
2591,[334.]
2592,[335.]
2593,[334.]
2594,[316.]
2595,[286.]
2596,[316.]
2597,[276.]
2598,[324.]
2599,[326.]
2600,[327.]
2601,[326.]
2602,[319.]
2603,[298.]
2604,[274.]
2605,[28.]
2606,[311.]
2607,[29.]
2608,[32.]
2609,[261.]
2610,[297.]
2611,[270.]
2612,[250.]
2613,[287.]
2614,[290.]
2615,[274.]
2616,[333.]
2617,[330.]
2618,[342.]
2619,[332.]
2620,[355.]
2621,[256.]
2622,[240.]
2623,[238.]
2624,[236.]
2625,[242.]
2626,[239.]
2627,[240.]
2628,[240.]
2629,[241.]
2630,[234.]
2631,[238.]
2632,[252.]
2633,[234.]
2634,[239.]
2635,[240.]
2636,[272.]
2637,[259.]
2638,[276.]
2639,[162.]
2640,[173.]
2641,[255.]
2642,[218.]
2643,[229.]
2644,[232.]
2645,[236.]
2646,[238.]
2647,[228.]
2648,[173.]
2649,[239.]
2650,[237.]
2651,[264.]
2652,[271.]
2653,[256.]
2654,[246.]
2655,[255.]
2656,[266.]
2657,[244.]
2658,[240.]
2659,[240.]
2660,[249.]
2661,[248.]
2662,[169.]
2663,[242.]
2664,[264.]
2665,[269.]
2666,[241.]
2667,[239.]
2668,[243.]
2669,[264.]
2670,[259.]
2671,[268.]
2672,[277.]
2673,[259.]
2674,[274.]
2675,[165.]
2676,[271.]
2677,[64.]
2678,[164.]
2679,[204.]
2680,[166.]
2681,[205.]
2682,[205.]
2683,[206.]
2684,[210.]
2685,[210.]
2686,[208.]
2687,[207.]
2688,[214.]
2689,[208.]
2690,[236.]
2691,[215.]
2692,[329.]
2693,[319.]
2694,[267.]
2695,[268.]
2696,[214.]
2697,[216.]
2698,[272.]
2699,[210.]
2700,[212.]
2701,[222.]
2702,[215.]
2703,[216.]
2704,[266.]
2705,[283.]
2706,[278.]
2707,[174.]
2708,[169.]
2709,[166.]
2710,[186.]
2711,[172.]
2712,[186.]
2713,[267.]
2714,[267.]
2715,[274.]
2716,[205.]
2717,[215.]
2718,[211.]
2719,[206.]
2720,[216.]
2721,[228.]
2722,[222.]
2723,[214.]
2724,[209.]
2725,[206.]
2726,[200.]
2727,[208.]
2728,[210.]
2729,[224.]
2730,[216.]
2731,[234.]
2732,[207.]
2733,[206.]
2734,[208.]
2735,[209.]
2736,[205.]
2737,[213.]
2738,[229.]
2739,[216.]
2740,[209.]
2741,[219.]
2742,[224.]
2743,[209.]
2744,[205.]
2745,[206.]
2746,[160.]
2747,[172.]
2748,[161.]
2749,[173.]
2750,[172.]
2751,[217.]
2752,[171.]
2753,[155.]
2754,[159.]
2755,[154.]
2756,[153.]
2757,[212.]
2758,[154.]
2759,[226.]
2760,[208.]
2761,[209.]
2762,[333.]
2763,[204.]
2764,[208.]
2765,[73.]
2766,[199.]
2767,[158.]
2768,[213.]
2769,[222.]
2770,[72.]
2771,[69.]
2772,[268.]
2773,[207.]
2774,[206.]
2775,[208.]
2776,[229.]
2777,[237.]
2778,[239.]
2779,[237.]
2780,[235.]
2781,[235.]
2782,[235.]
2783,[234.]
2784,[238.]
2785,[235.]
2786,[236.]
2787,[260.]
2788,[239.]
2789,[255.]
2790,[271.]
2791,[172.]
2792,[225.]
2793,[232.]
2794,[237.]
2795,[232.]
2796,[233.]
2797,[212.]
2798,[234.]
2799,[229.]
2800,[222.]
2801,[231.]
2802,[235.]
2803,[210.]
2804,[229.]
2805,[262.]
2806,[266.]
2807,[251.]
2808,[226.]
2809,[231.]
2810,[237.]
2811,[230.]
2812,[220.]
2813,[238.]
2814,[233.]
2815,[234.]
2816,[238.]
2817,[237.]
2818,[265.]
2819,[260.]
2820,[239.]
2821,[264.]
2822,[158.]
2823,[150.]
2824,[263.]
2825,[268.]
2826,[255.]
2827,[145.]
2828,[143.]
2829,[133.]
2830,[142.]
2831,[139.]
2832,[135.]
2833,[120.]
2834,[148.]
2835,[133.]
2836,[244.]
2837,[241.]
2838,[269.]
2839,[261.]
2840,[242.]
2841,[243.]
2842,[238.]
2843,[239.]
2844,[241.]
2845,[241.]
2846,[242.]
2847,[243.]
2848,[241.]
2849,[143.]
2850,[142.]
2851,[46.]
2852,[55.]
2853,[57.]
2854,[59.]
2855,[59.]
2856,[133.]
2857,[237.]
2858,[242.]
2859,[144.]
2860,[102.]
2861,[56.]
2862,[327.]
2863,[323.]
2864,[242.]
2865,[149.]
2866,[148.]
2867,[145.]
2868,[114.]
2869,[228.]
2870,[145.]
2871,[147.]
2872,[147.]
2873,[148.]
2874,[174.]
2875,[160.]
2876,[159.]
2877,[267.]
2878,[49.]
2879,[51.]
2880,[48.]
2881,[49.]
2882,[48.]
2883,[50.]
2884,[206.]
2885,[202.]
2886,[194.]
2887,[151.]
2888,[157.]
2889,[198.]
2890,[202.]
2891,[216.]
2892,[262.]
2893,[269.]
2894,[50.]
2895,[53.]
2896,[51.]
2897,[58.]
2898,[57.]
2899,[57.]
2900,[55.]
2901,[56.]
2902,[50.]
2903,[51.]
2904,[50.]
2905,[52.]
2906,[48.]
2907,[45.]
2908,[46.]
2909,[272.]
2910,[264.]
2911,[102.]
2912,[42.]
2913,[44.]
2914,[47.]
2915,[48.]
2916,[56.]
2917,[56.]
2918,[61.]
2919,[58.]
2920,[79.]
2921,[66.]
2922,[58.]
2923,[56.]
2924,[58.]
2925,[65.]
2926,[59.]
2927,[54.]
2928,[58.]
2929,[58.]
2930,[57.]
2931,[58.]
2932,[60.]
2933,[60.]
2934,[58.]
2935,[59.]
2936,[56.]
2937,[108.]
2938,[238.]
2939,[177.]
2940,[20.]
2941,[275.]
2942,[273.]
2943,[256.]
2944,[272.]
2945,[155.]
2946,[271.]
2947,[231.]
2948,[231.]
2949,[234.]
2950,[233.]
2951,[232.]
2952,[233.]
2953,[290.]
2954,[152.]
2955,[162.]
2956,[168.]
2957,[158.]
2958,[159.]
2959,[160.]
2960,[160.]
2961,[157.]
2962,[156.]
2963,[154.]
2964,[154.]
2965,[152.]
2966,[155.]
2967,[155.]
2968,[157.]
2969,[159.]
2970,[156.]
2971,[157.]
2972,[154.]
2973,[155.]
2974,[157.]
2975,[151.]
2976,[146.]
2977,[145.]
2978,[156.]
2979,[209.]
2980,[148.]
2981,[150.]
2982,[148.]
2983,[154.]
2984,[155.]
2985,[150.]
2986,[153.]
2987,[163.]
2988,[165.]
2989,[164.]
2990,[152.]
2991,[148.]
2992,[149.]
2993,[178.]
2994,[172.]
2995,[161.]
2996,[156.]
2997,[140.]
2998,[152.]
2999,[160.]
3000,[159.]
3001,[155.]
3002,[152.]
3003,[154.]
3004,[151.]
3005,[161.]
3006,[206.]
3007,[224.]
3008,[223.]
3009,[205.]
3010,[235.]
3011,[231.]
3012,[235.]
3013,[46.]
3014,[232.]
3015,[222.]
3016,[237.]
3017,[237.]
3018,[237.]
3019,[240.]
3020,[237.]
3021,[244.]
3022,[237.]
3023,[237.]
3024,[245.]
3025,[240.]
3026,[235.]
3027,[236.]
3028,[231.]
3029,[233.]
3030,[240.]
3031,[232.]
3032,[229.]
3033,[233.]
3034,[234.]
3035,[248.]
3036,[182.]
3037,[263.]
3038,[233.]
3039,[168.]
3040,[169.]
3041,[238.]
3042,[233.]
3043,[153.]
3044,[235.]
3045,[237.]
3046,[236.]
3047,[238.]
3048,[236.]
3049,[237.]
3050,[251.]
3051,[235.]
3052,[227.]
3053,[214.]
3054,[247.]
3055,[270.]
3056,[242.]
3057,[243.]
3058,[244.]
3059,[246.]
3060,[161.]
3061,[162.]
3062,[88.]
3063,[165.]
3064,[247.]
3065,[152.]
3066,[174.]
3067,[148.]
3068,[147.]
3069,[272.]
3070,[147.]
3071,[146.]
3072,[147.]
3073,[146.]
3074,[148.]
3075,[148.]
3076,[267.]
3077,[263.]
3078,[273.]
3079,[266.]
3080,[147.]
3081,[156.]
3082,[155.]
3083,[154.]
3084,[256.]
3085,[241.]
3086,[160.]
3087,[266.]
3088,[120.]
3089,[155.]
3090,[98.]
3091,[149.]
3092,[148.]
3093,[158.]
3094,[185.]
3095,[217.]
3096,[275.]
3097,[266.]
3098,[137.]
3099,[148.]
3100,[149.]
3101,[152.]
3102,[151.]
3103,[151.]
3104,[152.]
3105,[225.]
3106,[271.]
3107,[264.]
3108,[105.]
3109,[116.]
3110,[153.]
3111,[169.]
3112,[255.]
3113,[180.]
3114,[264.]
3115,[174.]
3116,[164.]
3117,[193.]
3118,[164.]
3119,[154.]
3120,[157.]
3121,[146.]
3122,[265.]
3123,[133.]
3124,[218.]
3125,[201.]
3126,[265.]
3127,[147.]
3128,[177.]
3129,[167.]
3130,[157.]
3131,[276.]
3132,[143.]
3133,[166.]
3134,[164.]
3135,[172.]
3136,[194.]
3137,[108.]
3138,[160.]
3139,[164.]
3140,[167.]
3141,[162.]
3142,[173.]
3143,[208.]
3144,[247.]
3145,[216.]
3146,[216.]
3147,[169.]
3148,[168.]
3149,[158.]
3150,[158.]
3151,[156.]
3152,[156.]
3153,[89.]
3154,[154.]
3155,[156.]
3156,[153.]
3157,[44.]
3158,[156.]
3159,[157.]
3160,[156.]
3161,[159.]
3162,[164.]
3163,[269.]
3164,[271.]
3165,[241.]
3166,[78.]
3167,[76.]
3168,[83.]
3169,[80.]
3170,[74.]
3171,[77.]
3172,[279.]
3173,[258.]
3174,[256.]
3175,[263.]
3176,[282.]
3177,[267.]
3178,[208.]
3179,[202.]
3180,[209.]
3181,[209.]
3182,[207.]
3183,[206.]
3184,[205.]
3185,[213.]
3186,[207.]
3187,[209.]
3188,[208.]
3189,[269.]
3190,[292.]
3191,[214.]
3192,[213.]
3193,[212.]
3194,[214.]
3195,[49.]
3196,[209.]
3197,[212.]
3198,[225.]
3199,[218.]
3200,[312.]
3201,[319.]
3202,[216.]
3203,[319.]
3204,[327.]
3205,[218.]
3206,[222.]
3207,[214.]
3208,[300.]
3209,[212.]
3210,[230.]
3211,[219.]
3212,[208.]
3213,[208.]
3214,[200.]
3215,[201.]
3216,[173.]
3217,[195.]
3218,[200.]
3219,[201.]
3220,[227.]
3221,[207.]
3222,[224.]
3223,[221.]
3224,[251.]
3225,[201.]
3226,[204.]
3227,[201.]
3228,[200.]
3229,[161.]
3230,[163.]
3231,[190.]
3232,[162.]
3233,[210.]
3234,[204.]
3235,[208.]
3236,[239.]
3237,[233.]
3238,[215.]
3239,[213.]
3240,[219.]
3241,[205.]
3242,[211.]
3243,[216.]
3244,[223.]
3245,[265.]
3246,[210.]
3247,[208.]
3248,[206.]
3249,[262.]
3250,[269.]
3251,[258.]
3252,[235.]
3253,[206.]
3254,[208.]
3255,[214.]
3256,[205.]
3257,[211.]
3258,[226.]
3259,[221.]
3260,[34.]
3261,[204.]
3262,[225.]
3263,[204.]
3264,[207.]
3265,[212.]
3266,[208.]
3267,[242.]
3268,[235.]
3269,[72.]
3270,[74.]
3271,[236.]
3272,[233.]
3273,[233.]
3274,[235.]
3275,[231.]
3276,[237.]
3277,[242.]
3278,[237.]
3279,[237.]
3280,[237.]
3281,[234.]
3282,[235.]
3283,[238.]
3284,[233.]
3285,[234.]
3286,[234.]
3287,[238.]
3288,[38.]
3289,[233.]
3290,[298.]
3291,[268.]
3292,[257.]
3293,[265.]
3294,[281.]
3295,[280.]
3296,[210.]
3297,[225.]
3298,[233.]
3299,[231.]
3300,[27.]
3301,[241.]
3302,[281.]
3303,[283.]
3304,[231.]
3305,[231.]
3306,[228.]
3307,[235.]
3308,[232.]
3309,[232.]
3310,[233.]
3311,[231.]
3312,[228.]
3313,[232.]
3314,[235.]
3315,[235.]
3316,[233.]
3317,[237.]
3318,[33.]
3319,[259.]
3320,[233.]
3321,[233.]
3322,[235.]
3323,[230.]
3324,[233.]
3325,[227.]
3326,[232.]
3327,[44.]
3328,[234.]
3329,[230.]
3330,[259.]
3331,[233.]
3332,[230.]
3333,[267.]
3334,[260.]
3335,[235.]
3336,[237.]
3337,[237.]
3338,[233.]
3339,[232.]
3340,[231.]
3341,[234.]
3342,[243.]
3343,[234.]
3344,[233.]
3345,[260.]
3346,[237.]
3347,[233.]
3348,[232.]
3349,[230.]
3350,[233.]
3351,[232.]
3352,[236.]
3353,[235.]
3354,[231.]
3355,[232.]
3356,[235.]
3357,[243.]
3358,[262.]
3359,[260.]
3360,[202.]
3361,[182.]
3362,[225.]
3363,[256.]
3364,[258.]
3365,[233.]
3366,[218.]
3367,[229.]
3368,[150.]
3369,[150.]
3370,[228.]
3371,[229.]
3372,[231.]
3373,[231.]
3374,[231.]
3375,[233.]
3376,[232.]
3377,[228.]
3378,[228.]
3379,[256.]
3380,[247.]
3381,[155.]
3382,[229.]
3383,[233.]
3384,[237.]
3385,[252.]
3386,[242.]
3387,[236.]
3388,[250.]
3389,[248.]
3390,[246.]
3391,[227.]
3392,[226.]
3393,[161.]
3394,[159.]
3395,[257.]
3396,[235.]
3397,[235.]
3398,[234.]
3399,[228.]
3400,[225.]
3401,[228.]
3402,[228.]
3403,[223.]
3404,[181.]
3405,[192.]
3406,[203.]
3407,[187.]
3408,[168.]
3409,[211.]
3410,[208.]
3411,[204.]
3412,[210.]
3413,[267.]
3414,[208.]
3415,[205.]
3416,[209.]
3417,[204.]
3418,[205.]
3419,[206.]
3420,[209.]
3421,[208.]
3422,[209.]
3423,[207.]
3424,[208.]
3425,[211.]
3426,[262.]
3427,[213.]
3428,[209.]
3429,[211.]
3430,[234.]
3431,[218.]
3432,[235.]
3433,[208.]
3434,[208.]
3435,[208.]
3436,[211.]
3437,[211.]
3438,[214.]
3439,[213.]
3440,[218.]
3441,[216.]
3442,[220.]
3443,[232.]
3444,[246.]
3445,[154.]
3446,[158.]
3447,[210.]
3448,[209.]
3449,[206.]
3450,[204.]
3451,[199.]
3452,[198.]
3453,[205.]
3454,[271.]
3455,[269.]
3456,[157.]
3457,[199.]
3458,[169.]
3459,[200.]
3460,[167.]
3461,[159.]
3462,[286.]
3463,[163.]
3464,[161.]
3465,[178.]
3466,[273.]
3467,[271.]
3468,[272.]
3469,[174.]
3470,[173.]
3471,[162.]
3472,[161.]
3473,[163.]
3474,[164.]
3475,[210.]
3476,[171.]
3477,[266.]
3478,[270.]
3479,[264.]
3480,[266.]
3481,[23.]
3482,[16.]
3483,[188.]
3484,[164.]
3485,[158.]
3486,[155.]
3487,[154.]
3488,[158.]
3489,[154.]
3490,[155.]
3491,[159.]
3492,[166.]
3493,[274.]
3494,[163.]
3495,[158.]
3496,[164.]
3497,[155.]
3498,[152.]
3499,[176.]
3500,[154.]
3501,[152.]
3502,[157.]
3503,[262.]
3504,[161.]
3505,[170.]
3506,[127.]
3507,[147.]
3508,[157.]
3509,[198.]
3510,[230.]
3511,[144.]
3512,[159.]
3513,[248.]
3514,[159.]
3515,[153.]
3516,[154.]
3517,[81.]
3518,[260.]
3519,[158.]
3520,[80.]
3521,[160.]
3522,[159.]
3523,[29.]
3524,[155.]
3525,[151.]
3526,[156.]
3527,[163.]
3528,[153.]
3529,[200.]
3530,[152.]
3531,[263.]
3532,[169.]
3533,[230.]
3534,[73.]
3535,[160.]
3536,[164.]
3537,[171.]
3538,[225.]
3539,[152.]
3540,[243.]
3541,[149.]
3542,[162.]
3543,[156.]
3544,[151.]
3545,[150.]
3546,[298.]
3547,[160.]
3548,[304.]
3549,[149.]
3550,[154.]
3551,[153.]
3552,[312.]
3553,[160.]
3554,[164.]
3555,[261.]
3556,[170.]
3557,[170.]
3558,[286.]
3559,[169.]
3560,[174.]
3561,[271.]
3562,[274.]
3563,[164.]
3564,[162.]
3565,[108.]
3566,[290.]
3567,[174.]
3568,[162.]
3569,[158.]
3570,[153.]
3571,[281.]
3572,[159.]
3573,[159.]
3574,[301.]
3575,[235.]
3576,[226.]
3577,[272.]
3578,[272.]
3579,[146.]
3580,[274.]
3581,[152.]
3582,[210.]
3583,[154.]
3584,[147.]
3585,[270.]
3586,[149.]
3587,[146.]
3588,[152.]
3589,[266.]
3590,[146.]
3591,[152.]
3592,[163.]
3593,[158.]
3594,[257.]
3595,[261.]
3596,[27.]
3597,[153.]
3598,[154.]
3599,[154.]
3600,[158.]
3601,[160.]
3602,[161.]
3603,[297.]
3604,[269.]
3605,[161.]
3606,[198.]
3607,[200.]
3608,[200.]
3609,[202.]
3610,[200.]
3611,[208.]
3612,[204.]
3613,[205.]
3614,[208.]
3615,[205.]
3616,[206.]
3617,[205.]
3618,[239.]
3619,[209.]
