frame,Nose_x,Nose_y,Nose_c,Neck_x,Neck_y,Neck_c,RShoulder_x,RShoulder_y,RShoulder_c,RElbow_x,RElbow_y,RElbow_c,RWrist_x,RWrist_y,RWrist_c,LShoulder_x,LShoulder_y,LShoulder_c,LElbow_x,LElbow_y,LElbow_c,LWrist_x,LWrist_y,LWrist_c,MidHip_x,MidHip_y,MidHip_c,RHip_x,RHip_y,RHip_c,RKnee_x,RKnee_y,RKnee_c,RAnkle_x,RAnkle_y,RAnkle_c,LHip_x,LHip_y,LHip_c,LKnee_x,LKnee_y,LKnee_c,LAnkle_x,LAnkle_y,LAnkle_c,REye_x,REye_y,REye_c,LEye_x,LEye_y,LEye_c,REar_x,REar_y,REar_c,LEar_x,LEar_y,LEar_c,LBigToe_x,LBigToe_y,LBigToe_c,LSmallToe_x,LSmallToe_y,LSmallToe_c,LHeel_x,LHeel_y,LHeel_c,RBigToe_x,RBigToe_y,RBigToe_c,RSmallToe_x,RSmallToe_y,RSmallToe_c,RHeel_x,RHeel_y,RHeel_c
284,591.884,210.802,0.807878,663.152,325.041,0.194875,595.303,321.666,0.174524,567.014,413.238,0.124849,609.997,287.729,0.591293,745.688,340.867,0.128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.084,185.951,0.858643,0,0,0,673.356,230.017,0.608228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,1401.54,239.139,0.866792,1382.31,329.509,0.712158,1329.18,328.41,0.605676,1323.52,401.94,0.164411,0,0,0,1436.62,329.514,0.625126,1468.24,391.758,0.0658103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387.95,230.065,0.930736,1407.24,231.152,0.888699,1359.71,248.093,0.739172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,1140.35,231.166,0.835609,1135.78,313.761,0.575118,1081.54,323.922,0.391,1030.66,375.916,0.323548,1089.42,302.457,0.614254,1196.87,304.711,0.555769,1216.12,396.272,0.204007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123.39,221,0.861098,1147.15,221.031,0.844454,1090.55,240.221,0.827495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,187.118,220.942,0.820055,215.357,311.479,0.394279,162.213,317.119,0.283752,0,0,0,0,0,0,273.029,311.444,0.424761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.917,204.093,0.875779,205.173,202.924,0.867257,165.617,215.366,0.0709635,233.438,211.994,0.594553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,1614.11,231.222,0.86689,1579.1,304.681,0.449559,1542.93,311.477,0.576734,1610.74,356.704,0.243035,1624.33,286.579,0.664814,1616.4,295.632,0.177244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593.77,225.525,0.772952,1610.74,222.14,0.642178,1566.63,244.749,0.63812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,591.892,210.798,0.808786,659.757,325.043,0.164164,591.899,325.038,0.125793,567.029,404.198,0.105144,609.982,287.713,0.503211,745.691,343.132,0.120997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.088,185.962,0.854998,0,0,0,674.419,230.021,0.610386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,1402.7,239.116,0.863014,1381.2,329.521,0.716643,1329.17,328.406,0.603571,1324.68,401.949,0.13335,0,0,0,1435.49,329.533,0.61904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388.02,230.064,0.949808,1407.25,230.098,0.875533,1359.73,248.106,0.749872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,184.862,218.715,0.833571,196.131,296.785,0.391936,126.015,284.318,0.170712,0,0,0,0,0,0,273.013,309.219,0.47365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.642,202.957,0.86927,202.928,201.774,0.860182,158.792,211.969,0.103333,231.18,211.911,0.610841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,1140.34,231.142,0.830085,1134.72,313.743,0.564674,1082.66,325.032,0.383262,1029.53,387.221,0.301279,1088.3,303.545,0.604758,1196.86,304.697,0.548918,1213.85,395.149,0.191377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122.25,221.003,0.850776,1147.11,221.007,0.851248,1090.55,240.189,0.826136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,1611.89,231.208,0.869273,1577.97,306.929,0.426617,1542.93,311.455,0.545544,1613,357.84,0.194668,1625.46,289.977,0.597669,1608.49,302.427,0.191883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592.63,225.512,0.786481,1611.86,222.142,0.766226,1565.51,243.615,0.631991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,591.876,210.817,0.812556,658.628,326.166,0.143448,587.382,320.518,0.0960988,565.885,404.183,0.0871161,609.981,287.736,0.348546,749.083,348.792,0.11705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.076,185.986,0.852696,0,0,0,674.431,228.928,0.592652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1404.96,239.107,0.87806,1381.19,329.517,0.709683,1328.06,328.421,0.609189,1325.77,403.034,0.121425,0,0,0,1435.5,329.527,0.585912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1389.14,230.054,0.935467,1409.45,230.098,0.847888,1360.82,247.031,0.765728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,184.788,218.728,0.834806,194.979,299.033,0.41909,120.366,286.581,0.201485,0,0,0,0,0,0,272.999,306.959,0.4798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.371,202.942,0.860683,202.855,200.625,0.816004,158.809,209.706,0.0997904,230.045,209.679,0.568954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1140.34,230.07,0.826748,1135.78,314.859,0.522241,1084.93,326.161,0.358759,1029.52,382.713,0.259436,1089.43,303.577,0.587219,1196.86,305.801,0.524932,1213.84,397.414,0.180048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122.23,220.998,0.85197,1147.11,220.966,0.849401,1090.59,240.268,0.811549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1612.97,231.195,0.874528,1581.36,303.536,0.377094,1544.02,311.422,0.484793,1615.25,349.908,0.203475,1625.45,285.473,0.422511,1627.7,284.321,0.219622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591.52,224.419,0.787537,1610.76,222.11,0.744864,1567.73,242.474,0.616073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,591.862,210.804,0.806995,662.022,325.039,0.166267,597.559,322.776,0.131009,567.024,404.204,0.117721,609.989,288.847,0.56399,746.827,344.26,0.122179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.079,185.98,0.851441,0,0,0,674.418,230.016,0.611182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,1406.09,239.076,0.889962,1380.11,328.417,0.701556,1328.07,327.278,0.618888,1325.76,403.032,0.162393,0,0,0,1435.47,329.512,0.606178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390.26,230.048,0.913307,1411.73,230.061,0.833389,1361.96,247.02,0.768844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,183.69,218.749,0.809516,192.728,297.911,0.3594,120.359,286.581,0.160074,0,0,0,0,0,0,273.029,306.962,0.464968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.998,202.915,0.854347,201.77,197.278,0.806842,154.278,210.832,0.17212,228.928,206.329,0.538833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,1139.2,230.012,0.828647,1135.83,312.627,0.563993,1087.18,322.789,0.386216,1029.53,380.44,0.278751,1089.43,302.429,0.612088,1196.86,304.677,0.543766,1211.57,394.016,0.192807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122.23,220.966,0.847201,1146,219.866,0.861916,1090.58,240.257,0.826446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,1611.87,231.188,0.87133,1584.73,302.44,0.358732,1544.03,311.442,0.428859,1618.65,348.78,0.130242,1625.43,285.474,0.322287,1631.1,284.333,0.283299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591.53,225.545,0.783582,1609.62,222.097,0.753818,1567.75,245.866,0.605616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,591.871,210.8,0.806808,662.007,323.903,0.166009,597.558,321.65,0.130846,565.898,404.195,0.105202,610.024,288.86,0.45637,746.824,344.265,0.119224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.075,185.946,0.855943,0,0,0,674.415,230.054,0.631113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,1407.26,240.191,0.871064,1385.7,328.433,0.704911,1331.44,325.041,0.603256,1324.64,401.919,0.144408,0,0,0,1441.11,329.56,0.620944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393.62,230.053,0.886208,1414.01,230.095,0.870872,1362.02,247.012,0.74566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,1141.47,230.06,0.823687,1135.78,317.135,0.548368,1082.66,326.166,0.369338,1028.41,378.177,0.26147,1089.49,302.397,0.662409,1196.86,308.075,0.530687,1217.26,397.408,0.165239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122.25,220.964,0.836805,1147.14,220.956,0.838549,1090.56,240.249,0.845309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,182.539,218.725,0.784191,196.128,300.155,0.414225,121.498,288.853,0.213131,0,0,0,0,0,0,275.272,309.209,0.482285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.993,202.86,0.851275,200.642,197.242,0.817571,157.688,206.319,0.0727096,231.149,205.164,0.562478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,1611.88,233.426,0.825964,1589.26,299.028,0.283816,1546.3,310.316,0.356306,1620.91,347.619,0.391376,1627.7,286.587,0.534283,1632.24,280.939,0.230795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592.64,227.766,0.797503,1612.99,222.195,0.800339,1568.85,245.879,0.637522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,591.875,210.813,0.802246,659.754,330.698,0.12986,586.25,321.646,0.0995182,0,0,0,0,0,0,746.825,349.918,0.11224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.066,185.974,0.851307,0,0,0,674.421,231.157,0.654272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1408.37,240.182,0.879239,1382.33,328.428,0.696712,1332.54,326.159,0.606942,1325.77,401.917,0.139174,0,0,0,1435.49,329.528,0.591837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395.86,230.046,0.899286,1415.1,231.135,0.906456,1363.13,245.888,0.694485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,182.56,217.631,0.784843,193.857,300.149,0.418802,121.476,288.856,0.206899,0,0,0,0,0,0,275.266,311.436,0.491929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.982,201.744,0.842931,200.632,196.148,0.819972,155.416,206.295,0.136482,230.031,204.053,0.571782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1141.46,230.056,0.82118,1135.78,318.254,0.543634,1082.68,327.294,0.357654,1029.53,373.641,0.291977,1090.58,302.41,0.622494,1196.86,308.063,0.531987,1216.11,396.271,0.183261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122.24,220.966,0.830535,1147.14,220.963,0.839963,1090.58,241.353,0.84144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1614.13,234.585,0.835486,1587,303.552,0.358806,1544.04,311.443,0.444554,1616.41,349.902,0.253612,1629.98,292.259,0.497786,1633.35,285.448,0.21149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593.77,227.76,0.785998,1614.1,223.256,0.767932,1567.79,245.878,0.619393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,591.87,210.8,0.793561,660.881,330.681,0.137968,585.131,321.64,0.0987073,0,0,0,0,0,0,747.952,348.793,0.115309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.071,185.958,0.849344,0,0,0,674.419,230.062,0.662948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,1410.6,239.103,0.862577,1385.73,329.552,0.732851,1332.54,327.286,0.605615,1325.8,401.947,0.133934,0,0,0,1441.11,330.691,0.584814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397.02,230.022,0.931654,1415.17,230.097,0.884171,1365.37,246.984,0.70345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,1614.1,234.57,0.845279,1593.79,302.394,0.380735,1545.16,311.458,0.428565,1614.12,349.919,0.151114,1631.08,293.382,0.36296,1640.13,286.582,0.270261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593.79,228.875,0.8174,1614.09,223.258,0.810349,1567.79,246.986,0.623329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,1140.33,230.037,0.820487,1135.86,312.64,0.572479,1087.19,321.663,0.3891,1029.52,373.642,0.286363,1089.49,303.531,0.636394,1196.86,305.801,0.550246,1214.98,392.898,0.212028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121.12,220.975,0.842607,1147.12,220.955,0.841657,1090.6,240.27,0.853027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,182.534,218.723,0.769529,196.123,300.171,0.355115,124.887,288.852,0.144432,0,0,0,0,0,0,275.249,311.451,0.454189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.909,200.669,0.845641,200.64,196.16,0.809299,156.535,205.189,0.0811042,230.084,204.082,0.557294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,591.867,210.805,0.795643,658.62,329.567,0.130562,583.976,320.514,0.0941176,0,0,0,0,0,0,747.949,348.783,0.118438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.066,185.956,0.849404,0,0,0,673.35,230.015,0.631875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,1413.94,240.177,0.867131,1386.81,329.549,0.736629,1331.45,326.149,0.601477,1325.77,403.062,0.157356,0,0,0,1441.14,330.735,0.600887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398.15,230.003,0.926987,1416.29,231.171,0.857818,1366.5,245.856,0.699003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,1614.15,235.702,0.835203,1590.39,302.436,0.34894,1546.28,311.47,0.445682,1615.28,351.038,0.207451,1632.18,289.997,0.428705,1635.61,285.462,0.210813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594.9,228.907,0.835874,1614.1,223.262,0.812434,1568.87,246.981,0.634829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,1140.31,230.022,0.822349,1135.79,313.742,0.562273,1083.79,322.791,0.397195,1029.52,375.928,0.325557,1090.56,302.433,0.651594,1196.85,305.8,0.544996,1216.12,396.272,0.191886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121.1,220.981,0.846721,1147.12,220.953,0.848664,1090.59,240.288,0.851725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,182.552,218.757,0.785406,194.994,302.409,0.386661,120.37,289.977,0.162832,0,0,0,0,0,0,274.134,311.488,0.476937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.903,201.771,0.855483,200.636,197.256,0.799765,155.409,206.314,0.107307,230.049,204.072,0.572254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,591.866,210.808,0.793177,656.358,327.302,0.121545,584.003,319.386,0.0836033,0,0,0,0,0,0,749.08,351.051,0.106443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.063,185.955,0.848707,0,0,0,674.416,230.071,0.620747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,1414.01,240.208,0.871901,1386.82,328.428,0.711769,1332.55,323.927,0.613204,1325.77,403.102,0.141089,0,0,0,1442.22,329.588,0.599042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398.22,230.023,0.914222,1417.41,231.209,0.834131,1367.64,247.002,0.723622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,1615.24,236.842,0.83796,1591.52,301.305,0.369423,1546.3,311.439,0.44457,1615.27,355.565,0.193861,1632.25,288.852,0.470057,1635.61,285.439,0.243445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596.02,228.936,0.858774,1614.14,224.382,0.809995,1568.93,245.858,0.629849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,182.53,218.751,0.784097,193.882,302.42,0.416961,120.36,288.848,0.18892,0,0,0,0,0,0,274.139,311.488,0.499564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.871,201.798,0.862585,199.499,197.249,0.798444,155.392,209.695,0.0633851,230.075,206.289,0.540413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,1140.33,230.036,0.82433,1135.78,314.863,0.547315,1083.79,323.919,0.378416,1029.54,375.907,0.300208,1090.59,302.44,0.632707,1196.87,304.719,0.556227,1214.96,395.154,0.204937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.01,220.995,0.847708,1147.13,220.945,0.841002,1090.59,241.381,0.834761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,591.865,210.803,0.792101,651.834,326.166,0.112816,583.997,319.38,0.0815495,0,0,0,0,0,0,744.563,347.658,0.0959734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.058,185.945,0.851645,0,0,0,674.413,230.074,0.616212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,1416.24,240.24,0.876452,1386.85,328.395,0.699352,1333.67,322.807,0.627393,1325.8,404.193,0.161038,0,0,0,1441.1,329.578,0.598643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.44,230.043,0.87835,1421.89,231.224,0.788804,1369.89,245.869,0.748438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,1615.32,237.926,0.818844,1588.11,304.679,0.372525,1547.42,311.455,0.47365,1614.13,357.823,0.166728,1632.23,292.24,0.4027,1633.36,289.978,0.179188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596.07,230,0.865765,1615.25,225.527,0.74471,1568.93,246.987,0.629472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,1140.35,230.048,0.827499,1134.66,314.88,0.55029,1081.52,326.167,0.380106,1029.53,377.067,0.271481,1090.56,302.442,0.648387,1196.87,304.719,0.55437,1213.85,395.161,0.201523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121.1,220.994,0.843744,1147.13,220.953,0.839367,1090.59,241.364,0.841868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,179.174,218.751,0.79094,193.883,303.541,0.383659,120.361,291.113,0.159221,0,0,0,0,0,0,273.025,311.486,0.48783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.839,202.886,0.8639,197.279,198.404,0.788164,154.283,209.686,0.0524071,230.041,206.302,0.53668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,591.863,210.812,0.796635,651.837,329.555,0.128215,582.855,322.774,0.090447,0,0,0,0,0,0,752.477,352.177,0.110668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.068,185.961,0.85398,0,0,0,673.356,230.053,0.605811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,1417.41,240.277,0.853645,1387.93,326.177,0.70599,1333.7,321.683,0.646498,1325.78,403.063,0.19976,0,0,0,1442.23,329.558,0.642309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403.82,230.098,0.896605,1423.03,231.233,0.822942,1371.01,244.738,0.737563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,1140.35,230.054,0.830333,1132.44,313.737,0.541308,1078.14,322.795,0.357755,1028.42,380.45,0.245608,1090.59,302.444,0.655151,1195.75,305.824,0.542067,1217.21,399.675,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121.11,220.981,0.845721,1147.13,220.963,0.848618,1089.48,240.25,0.866238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,1616.43,237.936,0.806884,1586.97,303.561,0.40401,1547.43,310.354,0.511317,1615.27,360.096,0.18318,1632.26,291.106,0.445476,1632.23,287.732,0.204428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597.15,229.993,0.840235,1615.26,226.649,0.669758,1570.03,245.865,0.607796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,178.045,219.876,0.811758,192.737,302.44,0.38524,118.094,291.116,0.17309,0,0,0,0,0,0,273.023,311.478,0.500609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.815,202.907,0.859741,197.252,199.528,0.788251,152.017,209.682,0.0602178,230.054,207.423,0.532135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,591.87,210.804,0.793527,656.364,328.425,0.131978,583.977,321.64,0.0893324,0,0,0,0,0,0,754.737,355.561,0.112806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.077,185.948,0.848679,0,0,0,673.351,230.08,0.635169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,1419.65,240.273,0.83796,1387.94,328.446,0.753841,1333.68,322.796,0.639369,1325.8,403.07,0.18456,0,0,0,1442.28,330.69,0.665337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406.06,231.14,0.939877,1424.14,231.237,0.837546,1372.18,243.622,0.705796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,1140.35,230.05,0.821527,1134.7,312.636,0.555218,1082.68,322.777,0.379204,1029.51,374.767,0.30615,1090.57,303.538,0.606375,1196.86,304.709,0.543545,1216.1,396.279,0.187713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121.12,220.986,0.84223,1147.14,220.963,0.84383,1090.54,240.277,0.851823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,1618.67,237.959,0.799831,1584.75,302.433,0.478666,1548.56,310.324,0.54282,1607.36,364.605,0.234025,1633.34,291.108,0.619264,1624.32,289.983,0.251578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597.23,230.017,0.825661,1616.38,228.901,0.551567,1570.08,245.86,0.60542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,178.044,219.848,0.793956,191.594,301.289,0.33662,118.106,285.467,0.134529,0,0,0,0,0,0,271.893,311.488,0.481171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.746,202.857,0.840789,197.253,198.398,0.785593,149.803,206.308,0.0893291,230.036,206.307,0.523451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,591.869,210.806,0.794352,662.004,331.819,0.135692,587.388,323.92,0.0971809,564.784,401.933,0.0599096,611.105,288.87,0.333221,754.743,355.561,0.117733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.128,185.954,0.851687,0,0,0,674.439,231.151,0.61795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,1421.88,241.383,0.820117,1387.94,328.396,0.721802,1333.7,322.796,0.642371,1325.81,403.09,0.181447,0,0,0,1442.25,329.565,0.636165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407.17,231.163,0.935561,1424.2,232.326,0.820894,1372.17,243.63,0.721926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
